# time, Cp, dv, du, dq, dT, T
18002500,5.41443,-5.7e-05,-0.0055,-0.00595587,-0.0011,0.864642
18502500,6.68413,-8.4e-05,-0.00515,-0.00582188,-0.000871,0.863771
19002500,4.60281,-5.3e-05,-0.00428,-0.00470407,-0.001022,0.862749
19502500,5.50418,-5.5e-05,-0.00529,-0.00572985,-0.001041,0.861708
20002500,6.24611,-8e-05,-0.00515,-0.00579014,-0.000927,0.860781
20502500,6.74738,-7.1e-05,-0.00595,-0.00651797,-0.000966,0.859815
21002500,4.70616,-4.1e-05,-0.00467,-0.00499794,-0.001062,0.858753
21502500,5.92381,-9.4e-05,-0.00532,-0.00607191,-0.001025,0.857728
22002500,5.32512,-3.4e-05,-0.005,-0.00527187,-0.00099,0.856738
22502500,6.16307,-8.3e-05,-0.00561,-0.006274,-0.001018,0.85572
23002500,5.06152,-7.1e-05,-0.00463,-0.00519818,-0.001027,0.854693
23502500,5.66745,-5.4e-05,-0.00557,-0.00600183,-0.001059,0.853634
24002500,5.87115,-8.5e-05,-0.00488,-0.00555998,-0.000947,0.852687
24502500,5.78401,-4.7e-05,-0.00546,-0.00583607,-0.001009,0.851678
25002500,5.56101,-7.2e-05,-0.00523,-0.00580569,-0.001044,0.850634
25502500,6.2937,-6.8e-05,-0.00507,-0.00561398,-0.000892,0.849742
26002500,5.71538,-7.8e-05,-0.00504,-0.00566394,-0.000991,0.848751
26502500,6.46249,-5.7e-05,-0.00611,-0.00656589,-0.001016,0.847735
27002500,5.5799,-9.4e-05,-0.00485,-0.00560222,-0.001004,0.846731
27502500,5.31086,-6.9e-05,-0.00495,-0.00550205,-0.001036,0.845695
28002500,5.85061,-5.3e-05,-0.00514,-0.00556393,-0.000951,0.844744
28502500,6.30576,-7.8e-05,-0.00548,-0.00610397,-0.000968,0.843776
29002500,5.85896,-4.6e-05,-0.00528,-0.00564803,-0.000964,0.842812
29502500,5.69119,-6.7e-05,-0.0061,-0.00663593,-0.001166,0.841646
30002500,5.88282,-9.8e-05,-0.00504,-0.00582399,-0.00099,0.840656
30502500,6.76529,-6.8e-05,-0.00658,-0.00712385,-0.001053,0.839603
31002500,5.23786,-6.2e-05,-0.00437,-0.00486597,-0.000929,0.838674
31502500,6.03026,-6.3e-05,-0.00549,-0.00599408,-0.000994,0.83768
32002500,7.21374,-6.7e-05,-0.00561,-0.00614611,-0.000852,0.836828
32502500,5.92055,-7.9e-05,-0.00594,-0.00657182,-0.00111,0.835718
33002500,5.05641,-7.6e-05,-0.00461,-0.00521822,-0.001032,0.834686
33502500,6.52833,-7.8e-05,-0.00548,-0.00610399,-0.000935,0.833751
34002500,6.4015,-8e-05,-0.00596,-0.00659995,-0.001031,0.83272
34502500,5.71325,-6.7e-05,-0.00536,-0.00589607,-0.001032,0.831688
35002500,6.03863,-7.7e-05,-0.00529,-0.00590578,-0.000978,0.83071
35502500,5.77202,-5.7e-05,-0.00572,-0.00617607,-0.00107,0.82964
36002500,6.85619,-0.000101,-0.00517,-0.00597859,-0.000872,0.828768
36502500,5.88288,-6.5e-05,-0.00581,-0.00632998,-0.001076,0.827692
37002500,6.07393,-6.7e-05,-0.00521,-0.00574594,-0.000946,0.826746
37502500,5.76093,-7.4e-05,-0.00514,-0.00573213,-0.000995,0.825751
38002500,6.53509,-6e-05,-0.00565,-0.00612992,-0.000938,0.824813
38502500,5.87599,-7.3e-05,-0.00548,-0.00606402,-0.001032,0.823781
39002500,6.33966,-8.6e-05,-0.00555,-0.00623823,-0.000984,0.822797
39502500,6.15269,-7.1e-05,-0.00604,-0.00660799,-0.001074,0.821723
40002500,7.70474,-7.6e-05,-0.00675,-0.00735802,-0.000955,0.820768
40502500,6.02796,-5.4e-05,-0.00556,-0.00599179,-0.000994,0.819774
41002500,6.36318,-0.000102,-0.00556,-0.00637591,-0.001002,0.818772
41502500,6.90921,-9.4e-05,-0.00595,-0.00670193,-0.00097,0.817802
42002500,5.8257,-5.4e-05,-0.00572,-0.00615194,-0.001056,0.816746
42502500,6.1027,-9.1e-05,-0.00557,-0.00629799,-0.001032,0.815714
43002500,6.37382,-6e-05,-0.00576,-0.00623997,-0.000979,0.814735
43502500,6.59235,-0.000107,-0.006,-0.00685604,-0.00104,0.813695
44002500,7.34465,-6.8e-05,-0.006,-0.00654408,-0.000891,0.812804
44502500,6.94833,-9.9e-05,-0.00617,-0.00696223,-0.001002,0.811802
45002500,5.58056,-5.8e-05,-0.00563,-0.00609397,-0.001092,0.81071
45502500,7.10586,-9.3e-05,-0.0059,-0.00664398,-0.000935,0.809775
46002500,6.08603,-8.7e-05,-0.00553,-0.00622601,-0.001023,0.808752
46502500,6.15341,-5.6e-05,-0.00597,-0.00641801,-0.001043,0.807709
47002500,7.62835,-0.000103,-0.00669,-0.00751392,-0.000985,0.806724
47502500,7.7613,-8.6e-05,-0.00667,-0.00735771,-0.000948,0.805776
48002500,6.8352,-0.0001,-0.00609,-0.00688989,-0.001008,0.804768
48502500,5.48433,-6.4e-05,-0.00506,-0.00557208,-0.001016,0.803752
49002500,7.61152,-9.8e-05,-0.00618,-0.00696454,-0.000915,0.802837
49502500,6.13167,-6.5e-05,-0.0059,-0.00641986,-0.001047,0.80179
50002500,7.78707,-0.000107,-0.00704,-0.00789609,-0.001014,0.800776
50502500,7.71854,-0.000107,-0.00738,-0.00823568,-0.001067,0.799709
51002500,8.17863,-0.000121,-0.00627,-0.00723809,-0.000885,0.798824
51502500,7.11775,-9.9e-05,-0.00629,-0.00708216,-0.000995,0.797829
52002500,8.6691,-0.000158,-0.00861,-0.0098741,-0.001139,0.79669
52502500,11.4612,-0.000199,-0.00948,-0.0110716,-0.000966,0.795724
53002500,16.9776,-0.000313,-0.0132,-0.0157043,-0.000925,0.794799
53502500,22.1802,-0.000531,-0.01802,-0.0222689,-0.001004,0.793795
54002500,36.6289,-0.000838,-0.0278,-0.0345044,-0.000942,0.792853
54502500,46.6624,-0.001222,-0.03796,-0.0477356,-0.001023,0.79183
55002500,60.4087,-0.001634,-0.04655,-0.0596234,-0.000987,0.790843
55502500,81.2621,-0.001949,-0.05478,-0.070373,-0.000866,0.789977
56002500,78.8697,-0.002295,-0.06454,-0.082892,-0.001051,0.788926
56502500,104.703,-0.002558,-0.06843,-0.0888932,-0.000849,0.788077
57002500,80.07,-0.002382,-0.06165,-0.0807106,-0.001008,0.787069
57502500,67.1688,-0.002084,-0.05345,-0.0701243,-0.001044,0.786025
58002500,63.0797,-0.001595,-0.04199,-0.0547532,-0.000868,0.785157
58502500,45.7448,-0.001301,-0.03424,-0.0446469,-0.000976,0.784181
59002500,34.3162,-0.001033,-0.02825,-0.0365124,-0.001064,0.783117
59502500,27.9805,-0.000786,-0.02116,-0.0274489,-0.000981,0.782136
60002500,23.9466,-0.000623,-0.01786,-0.0228451,-0.000954,0.781182
60502500,26.2691,-0.000628,-0.01783,-0.0228541,-0.00087,0.780312
61002500,17.6271,-0.000521,-0.01457,-0.0187376,-0.001063,0.779249
61502500,16.3594,-0.000447,-0.01293,-0.0165066,-0.001009,0.77824
62002500,13.9132,-0.000383,-0.01199,-0.0150541,-0.001082,0.777158
62502500,15.3427,-0.000396,-0.01179,-0.0149591,-0.000975,0.776183
63002500,12.441,-0.000277,-0.00913,-0.0113462,-0.000912,0.775271
63502500,9.91324,-0.000262,-0.0087,-0.0107955,-0.001089,0.774182
64002500,10.0609,-0.000239,-0.00826,-0.0101716,-0.001011,0.773171
64502500,12.8453,-0.000268,-0.00916,-0.0113038,-0.00088,0.772291
65002500,8.92153,-0.000236,-0.00781,-0.0096977,-0.001087,0.771204
65502500,9.80394,-0.000221,-0.00783,-0.00959805,-0.000979,0.770225
66002500,8.62655,-0.000178,-0.00665,-0.00807445,-0.000936,0.769289
66502500,7.25089,-0.000152,-0.00676,-0.00797598,-0.0011,0.768189
67002500,8.97863,-0.000175,-0.00669,-0.00808974,-0.000901,0.767288
67502500,8.04007,-0.000204,-0.00722,-0.00885211,-0.001101,0.766187
68002500,9.94298,-0.000223,-0.00796,-0.00974412,-0.00098,0.765207
68502500,9.01101,-0.000174,-0.00688,-0.0082721,-0.000918,0.764289
69002500,7.76271,-0.00018,-0.00633,-0.00777047,-0.001001,0.763288
69502500,7.26843,-0.000119,-0.00612,-0.00707218,-0.000973,0.762315
70002500,6.01288,-0.000137,-0.00538,-0.00647587,-0.001077,0.761238
70502500,7.39539,-0.000152,-0.00632,-0.0075359,-0.001019,0.760219
71002500,7.32051,-0.000135,-0.00605,-0.00713018,-0.000974,0.759245
71502500,6.79762,-0.000114,-0.00575,-0.00666166,-0.00098,0.758265
72002500,8.19024,-0.000182,-0.0063,-0.00775615,-0.000947,0.757318
72502500,6.12402,-0.000122,-0.00524,-0.00621588,-0.001015,0.756303
73002500,6.48161,-0.000136,-0.00551,-0.00659828,-0.001018,0.755285
73502500,7.26016,-0.000136,-0.00578,-0.00686811,-0.000946,0.754339
74002500,5.86995,-0.000116,-0.0053,-0.00622802,-0.001061,0.753278
74502500,6.26924,-0.000104,-0.0055,-0.00633193,-0.00101,0.752268
